transaction_id,customer_id,product_id,date,quantity
T01441,C261,P015,2025-09-07,1
T01442,C023,P010,2025-11-30,1
T01443,C099,P011,2025-09-21,1
T01443,C099,P012,2025-09-21,1
T01444,C086,P025,2025-10-03,1
T01445,C321,P003,2025-04-18,1
T01446,C344,P021,2025-04-20,1
T01447,C443,P022,2025-08-06,1
T01448,C106,P018,2025-12-26,1
T01449,C450,P024,2025-08-11,1
T01450,C332,P027,2025-02-06,1
T01451,C383,P022,2025-03-20,1
T01451,C383,P024,2025-03-20,1
T01452,C020,P003,2025-02-07,1
T01453,C028,P006,2025-05-09,1
T01454,C286,P003,2025-10-22,1
T01455,C421,P008,2025-05-13,1
T01456,C209,P013,2025-08-19,1
T01457,C323,P013,2025-08-10,1
T01458,C162,P001,2025-07-19,1
T01459,C274,P001,2025-11-25,1
T01460,C033,P025,2025-10-27,1
T01460,C033,P026,2025-10-27,1
T01461,C184,P030,2025-09-15,1
T01462,C055,P010,2025-12-18,1
T01463,C155,P020,2025-02-14,1
T01464,C145,P025,2025-08-13,1
T01465,C421,P022,2025-01-16,1
T01466,C274,P008,2025-03-11,1
T01467,C383,P013,2025-10-07,1
T01468,C152,P021,2025-03-15,1
T01469,C153,P022,2025-11-28,1
T01470,C487,P001,2025-10-11,1
T01471,C073,P004,2025-01-22,1
T01472,C003,P019,2025-11-02,1
T01473,C281,P003,2025-06-06,1
T01474,C108,P024,2025-06-26,1
T01475,C109,P014,2025-11-27,1
T01476,C436,P017,2025-03-14,1
T01477,C083,P006,2025-04-24,1
T01478,C316,P027,2025-05-10,1
T01479,C100,P004,2025-04-03,1
T01480,C344,P026,2025-10-18,1
T01481,C437,P002,2025-10-09,1
T01482,C237,P021,2025-10-09,1
T01483,C038,P010,2025-12-10,1
T01484,C035,P009,2025-02-20,1
T01485,C102,P024,2025-10-25,1
T01486,C250,P011,2025-07-02,1
T01486,C250,P013,2025-07-02,1
T01487,C052,P010,2025-11-14,1
T01488,C036,P029,2025-04-10,1
T01488,C036,P030,2025-04-10,1
T01489,C169,P020,2025-12-04,1
T01490,C157,P023,2025-10-27,1
T01491,C079,P019,2025-10-18,1
T01492,C162,P014,2025-03-28,1
T01493,C003,P011,2025-05-07,1
T01494,C365,P024,2025-11-25,1
T01495,C224,P009,2025-07-04,1
T01496,C069,P022,2025-06-19,1
T01497,C237,P015,2025-07-03,1
T01498,C397,P010,2025-09-07,1
T01499,C283,P004,2025-03-31,1
T01500,C331,P020,2025-02-11,1
T01501,C431,P009,2025-03-13,1
T01502,C457,P018,2025-04-11,1
T01503,C135,P024,2025-11-17,1
T01504,C040,P024,2025-02-08,1
T01505,C457,P001,2025-09-17,1
T01506,C417,P019,2025-10-24,1
T01507,C303,P007,2025-01-19,1
T01508,C283,P009,2025-10-06,1
T01509,C458,P018,2025-08-30,1
T01510,C335,P025,2025-03-18,1
T01511,C115,P029,2025-10-29,1
T01512,C149,P005,2025-08-26,1
T01513,C047,P013,2025-07-06,1
T01514,C258,P001,2025-12-06,1
T01514,C258,P004,2025-12-06,1
T01515,C351,P006,2025-09-21,1
T01516,C072,P015,2025-03-23,1
T01517,C092,P019,2025-10-17,1
T01518,C496,P005,2025-09-05,1
T01519,C021,P008,2025-09-07,1
T01520,C119,P003,2025-05-16,1
T01521,C190,P008,2025-01-22,1
T01522,C343,P007,2025-09-23,1
T01523,C465,P026,2025-07-04,1
T01524,C199,P016,2025-08-21,1
T01525,C021,P021,2025-06-15,1
T01526,C053,P023,2025-09-24,1
T01527,C325,P027,2025-05-21,1
T01528,C428,P024,2025-05-15,1
T01529,C297,P018,2025-10-19,1
T01530,C090,P013,2025-12-01,1
T01531,C194,P012,2025-10-28,1
T01532,C335,P029,2025-02-09,1
T01533,C193,P030,2025-04-25,1
T01534,C265,P013,2025-06-30,1
T01535,C419,P028,2025-06-26,1
T01536,C250,P026,2025-09-04,1
T01537,C455,P020,2025-01-04,1
T01538,C257,P029,2025-03-13,1
T01539,C118,P003,2025-09-21,1
T01540,C330,P009,2025-04-19,1
T01541,C077,P006,2025-03-22,1
T01542,C186,P020,2025-03-02,1
T01543,C339,P008,2025-08-01,1
T01544,C416,P011,2025-02-28,1
T01545,C246,P016,2025-04-18,1
T01546,C332,P027,2025-07-30,1
T01547,C012,P008,2025-01-23,1
T01548,C066,P019,2025-10-31,1
T01548,C066,P020,2025-10-31,1
T01549,C457,P019,2025-03-17,1
T01549,C457,P021,2025-03-17,1
T01550,C473,P006,2025-09-22,1
T01551,C491,P013,2025-11-03,1
T01552,C497,P019,2025-11-23,1
T01552,C497,P021,2025-11-23,1
T01553,C485,P003,2025-04-21,1
T01554,C230,P020,2025-08-30,1
T01555,C445,P016,2025-03-29,1
T01555,C445,P018,2025-03-29,1
T01556,C308,P005,2025-10-26,1
T01557,C094,P020,2025-12-04,1
T01558,C262,P009,2025-03-27,1
T01559,C371,P022,2025-06-25,1
T01560,C306,P019,2025-02-05,1
T01560,C306,P021,2025-02-05,1
T01561,C068,P004,2025-01-09,1
T01562,C104,P017,2025-09-16,1
T01563,C351,P014,2025-03-18,1
T01564,C311,P004,2025-04-01,1
T01565,C244,P029,2025-11-11,1
T01566,C450,P026,2025-09-30,1
T01567,C258,P025,2025-03-02,1
T01567,C258,P026,2025-03-02,1
T01568,C462,P020,2025-10-04,1
T01569,C424,P001,2025-12-14,1
T01570,C268,P014,2025-07-09,1
T01571,C448,P002,2025-12-24,1
T01572,C272,P014,2025-04-28,1
T01573,C481,P026,2025-09-04,1
T01574,C405,P025,2025-07-15,1
T01575,C412,P024,2025-12-23,1
T01576,C295,P004,2025-08-06,1
T01577,C069,P009,2025-09-02,1
T01578,C393,P008,2025-02-12,1
T01579,C146,P020,2025-10-06,1
T01580,C210,P009,2025-04-07,1
T01581,C003,P023,2025-01-04,1
T01582,C296,P017,2025-03-02,1
T01583,C267,P001,2025-07-12,1
T01584,C353,P026,2025-06-11,1
T01585,C210,P012,2025-02-24,1
T01586,C080,P014,2025-11-30,1
T01587,C300,P009,2025-05-14,1
T01588,C438,P018,2025-08-05,1
T01589,C290,P012,2025-11-10,1
T01590,C142,P022,2025-07-23,1
T01591,C212,P018,2025-10-13,1
T01592,C248,P006,2025-07-09,1
T01593,C287,P018,2025-09-05,1
T01594,C130,P010,2025-10-23,1
T01595,C177,P025,2025-12-28,1
T01596,C071,P028,2025-12-04,1
T01597,C061,P024,2025-04-28,1
T01598,C229,P026,2025-12-25,1
T01599,C487,P006,2025-02-21,1
T01600,C110,P017,2025-07-25,1
T01601,C403,P011,2025-10-09,1
T01602,C351,P023,2025-01-27,1
T01603,C083,P013,2025-11-22,1
T01604,C003,P026,2025-02-16,1
T01605,C422,P005,2025-08-30,1
T01606,C223,P003,2025-02-02,1
T01607,C135,P008,2025-07-09,1
T01608,C041,P020,2025-01-20,1
T01609,C371,P013,2025-07-25,1
T01610,C315,P021,2025-09-24,1
T01611,C147,P023,2025-11-02,1
T01612,C030,P025,2025-03-31,1
T01613,C225,P001,2025-04-14,1
T01614,C477,P026,2025-09-23,1
T01615,C147,P007,2025-01-18,1
T01616,C402,P020,2025-09-19,1
T01617,C265,P023,2025-04-29,1
T01618,C315,P006,2025-12-12,1
T01619,C019,P012,2025-05-03,1
T01620,C336,P001,2025-03-22,1
T01620,C336,P003,2025-03-22,1
T01621,C400,P013,2025-06-30,1
T01622,C343,P013,2025-07-27,1
T01623,C301,P007,2025-09-23,1
T01624,C008,P024,2025-12-27,1
T01625,C036,P030,2025-02-16,1
T01626,C282,P010,2025-10-14,1
T01627,C469,P019,2025-06-28,1
T01627,C469,P021,2025-06-28,1
T01628,C116,P020,2025-04-10,1
T01629,C233,P030,2025-07-26,1
T01630,C295,P001,2025-05-14,1
T01630,C295,P004,2025-05-14,1
T01631,C055,P018,2025-02-07,1
T01632,C258,P010,2025-06-24,1
T01633,C485,P004,2025-09-20,1
T01634,C490,P009,2025-10-03,1
T01635,C417,P026,2025-10-22,1
T01636,C129,P023,2025-08-15,1
T01637,C495,P013,2025-10-16,1
T01638,C248,P025,2025-05-05,1
T01639,C493,P025,2025-08-23,1
T01640,C460,P019,2025-01-15,1
T01641,C133,P003,2025-07-15,1
T01642,C325,P026,2025-04-23,1
T01643,C347,P023,2025-04-28,1
T01644,C410,P011,2025-07-31,1
T01645,C265,P018,2025-01-05,1
T01646,C359,P027,2025-05-15,1
T01647,C128,P010,2025-02-17,1
T01648,C205,P022,2025-06-25,1
T01648,C205,P023,2025-06-25,1
T01649,C244,P011,2025-07-01,1
T01649,C244,P014,2025-07-01,1
T01650,C094,P024,2025-12-16,1
T01651,C477,P030,2025-04-08,1
T01652,C256,P024,2025-04-13,1
T01653,C121,P024,2025-05-04,1
T01654,C447,P009,2025-04-16,1
T01655,C118,P007,2025-05-08,1
T01656,C429,P020,2025-07-02,1
T01657,C080,P025,2025-02-24,1
T01657,C080,P026,2025-02-24,1
T01658,C347,P022,2025-09-10,1
T01659,C392,P028,2025-10-05,1
T01660,C491,P002,2025-09-04,1
T01661,C191,P020,2025-06-11,1
T01662,C253,P029,2025-10-22,1
T01663,C252,P006,2025-09-19,1
T01664,C144,P013,2025-04-24,1
T01665,C385,P019,2025-03-07,1
T01665,C385,P021,2025-03-07,1
T01666,C245,P018,2025-01-17,1
T01667,C258,P012,2025-07-21,1
T01668,C441,P022,2025-03-31,1
T01669,C062,P023,2025-09-23,1
T01670,C236,P011,2025-12-19,1
T01670,C236,P013,2025-12-19,1
T01671,C195,P019,2025-02-21,1
T01671,C195,P021,2025-02-21,1
T01672,C096,P018,2025-05-15,1
T01673,C122,P009,2025-08-30,1
T01674,C491,P020,2025-06-25,1
T01675,C188,P006,2025-09-13,1
T01676,C218,P007,2025-08-03,1
T01677,C359,P025,2025-07-10,1
T01678,C206,P009,2025-08-19,1
T01679,C093,P019,2025-03-09,1
T01680,C352,P008,2025-02-21,1
T01681,C370,P009,2025-05-01,1
T01682,C285,P014,2025-07-15,1
T01683,C101,P005,2025-03-18,1
T01684,C005,P006,2025-08-04,1
T01685,C256,P005,2025-11-19,1
T01686,C369,P011,2025-09-07,1
T01686,C369,P012,2025-09-07,1
T01687,C204,P004,2025-12-20,1
T01688,C084,P002,2025-04-21,1
T01689,C417,P009,2025-09-01,1
T01690,C430,P021,2025-02-19,1
T01691,C231,P024,2025-06-21,1
T01692,C134,P012,2025-07-04,1
T01693,C287,P018,2025-05-12,1
T01694,C177,P001,2025-07-30,1
T01694,C177,P004,2025-07-30,1
T01695,C494,P020,2025-04-12,1
T01696,C296,P019,2025-11-29,1
T01697,C090,P025,2025-05-26,1
T01698,C345,P017,2025-09-07,1
T01699,C397,P024,2025-08-17,1
T01700,C456,P003,2025-07-15,1
T01701,C315,P010,2025-08-26,1
T01702,C324,P005,2025-03-27,1
T01703,C476,P011,2025-08-04,1
T01704,C293,P013,2025-02-06,1
T01705,C041,P006,2025-06-25,1
T01706,C117,P011,2025-06-12,1
T01707,C364,P009,2025-11-06,1
T01708,C331,P013,2025-05-19,1
T01709,C455,P015,2025-07-05,1
T01710,C383,P019,2025-09-24,1
T01711,C212,P006,2025-04-05,1
T01712,C438,P001,2025-03-06,1
T01713,C339,P009,2025-12-25,1
T01714,C384,P003,2025-04-18,1
T01715,C086,P013,2025-02-22,1
T01716,C049,P003,2025-08-31,1
T01717,C281,P002,2025-01-14,1
T01718,C395,P013,2025-09-26,1
T01719,C392,P003,2025-02-23,1
T01720,C135,P020,2025-03-21,1
T01721,C044,P021,2025-07-19,1
T01722,C159,P008,2025-05-07,1
T01723,C378,P010,2025-08-15,1
T01724,C321,P005,2025-03-09,1
T01725,C088,P001,2025-01-18,1
T01726,C441,P030,2025-06-16,1
T01727,C443,P016,2025-08-28,1
T01728,C277,P030,2025-05-20,1
T01729,C281,P015,2025-03-11,1
T01730,C497,P023,2025-10-04,1
T01731,C091,P019,2025-11-02,1
T01732,C384,P021,2025-10-16,1
T01733,C223,P017,2025-11-24,1
T01734,C328,P018,2025-06-08,1
T01735,C466,P012,2025-09-04,1
T01736,C277,P008,2025-02-15,1
T01737,C227,P010,2025-07-07,1
T01738,C212,P009,2025-03-21,1
T01739,C156,P001,2025-01-01,1
T01740,C389,P028,2025-03-11,1
T01741,C177,P010,2025-08-29,1
T01742,C274,P001,2025-12-19,1
T01743,C485,P025,2025-09-02,1
T01743,C485,P027,2025-09-02,1
T01744,C409,P010,2025-11-02,1
T01745,C119,P026,2025-01-04,1
T01746,C281,P012,2025-04-07,1
T01747,C211,P029,2025-10-15,1
T01748,C128,P006,2025-11-27,1
T01749,C200,P027,2025-07-13,1
T01750,C113,P009,2025-02-10,1
T01751,C217,P021,2025-05-03,1
T01752,C265,P025,2025-11-10,1
T01753,C351,P009,2025-05-26,1
T01754,C333,P024,2025-09-30,1
T01755,C415,P009,2025-07-31,1
T01756,C097,P028,2025-02-05,1
T01757,C094,P005,2025-05-29,1
T01757,C094,P009,2025-05-29,1
T01758,C317,P015,2025-05-20,1
T01759,C359,P020,2025-09-09,1
T01760,C097,P011,2025-01-10,1
T01760,C097,P012,2025-01-10,1
T01761,C096,P004,2025-05-25,1
T01762,C138,P005,2025-08-13,1
T01763,C120,P003,2025-03-19,1
T01764,C008,P016,2025-04-22,1
T01764,C008,P018,2025-04-22,1
T01765,C403,P026,2025-09-13,1
T01766,C191,P015,2025-12-23,1
T01767,C406,P002,2025-06-19,1
T01768,C042,P027,2025-03-16,1
T01769,C029,P009,2025-07-20,1
T01770,C037,P018,2025-08-29,1
T01771,C093,P007,2025-05-09,1
T01772,C419,P013,2025-01-07,1
T01773,C063,P025,2026-01-01,1
T01773,C063,P027,2026-01-01,1
T01774,C127,P024,2025-01-18,1
T01775,C102,P015,2025-02-18,1
T01776,C267,P022,2025-04-17,1
T01777,C349,P010,2025-06-15,1
T01778,C082,P021,2025-01-22,1
T01779,C382,P030,2025-10-09,1
T01780,C267,P004,2025-05-10,1
T01781,C247,P021,2025-06-02,1
T01782,C102,P012,2025-01-27,1
T01783,C443,P022,2025-04-22,1
T01784,C121,P021,2025-08-11,1
T01785,C167,P001,2025-03-27,1
T01786,C300,P004,2025-07-22,1
T01787,C405,P008,2025-01-05,1
T01788,C497,P002,2025-10-25,1
T01789,C402,P023,2025-09-01,1
T01790,C353,P020,2025-03-21,1
T01791,C191,P025,2025-02-15,1
T01791,C191,P027,2025-02-15,1
T01792,C047,P022,2025-11-13,1
T01792,C047,P023,2025-11-13,1
T01793,C031,P012,2025-11-27,1
T01794,C079,P023,2025-10-02,1
T01795,C406,P004,2025-03-06,1
T01796,C250,P008,2025-06-12,1
T01797,C286,P026,2025-11-27,1
T01798,C388,P012,2025-08-13,1
T01799,C376,P007,2025-01-11,1
T01800,C353,P013,2025-07-03,1
T01801,C371,P005,2025-05-09,1
T01802,C249,P023,2025-08-13,1
T01803,C287,P010,2025-10-05,1
T01804,C357,P016,2025-04-08,1
T01805,C279,P012,2025-06-15,1
T01806,C375,P015,2025-05-21,1
T01807,C445,P027,2025-11-03,1
T01808,C469,P028,2025-10-11,1
T01809,C083,P003,2025-09-29,1
T01810,C080,P015,2025-06-01,1
T01811,C420,P009,2025-10-05,1
T01812,C188,P015,2025-01-01,1
T01813,C398,P021,2025-09-17,1
T01814,C195,P024,2025-04-05,1
T01815,C453,P001,2025-11-14,1
T01816,C398,P020,2025-05-03,1
T01817,C165,P024,2025-02-02,1
T01818,C338,P018,2025-07-18,1
T01819,C098,P017,2025-12-16,1
T01820,C255,P025,2025-10-10,1
T01820,C255,P027,2025-10-10,1
T01821,C166,P014,2025-11-25,1
T01822,C165,P004,2025-02-19,1
T01823,C268,P022,2025-02-04,1
T01823,C268,P023,2025-02-04,1
T01824,C092,P028,2025-01-17,1
T01825,C104,P004,2025-09-06,1
T01826,C099,P004,2025-01-17,1
T01827,C293,P021,2025-07-18,1
T01828,C337,P016,2025-09-27,1
T01829,C303,P009,2025-01-26,1
T01830,C188,P008,2025-11-07,1
T01831,C368,P003,2025-01-07,1
T01832,C477,P030,2025-04-17,1
T01833,C336,P016,2025-02-10,1
T01834,C328,P002,2025-07-04,1
T01835,C286,P024,2025-08-01,1
T01836,C421,P012,2025-12-29,1
T01837,C030,P027,2025-11-12,1
T01838,C137,P017,2025-01-21,1
T01839,C376,P003,2025-06-05,1
T01840,C040,P007,2025-09-23,1
T01841,C050,P004,2025-04-29,1
T01842,C273,P013,2025-04-08,1
T01843,C099,P017,2025-12-03,1
T01844,C128,P019,2025-11-17,1
T01845,C286,P024,2025-10-13,1
T01846,C213,P024,2025-02-24,1
T01847,C393,P021,2025-10-23,1
T01848,C184,P022,2025-08-23,1
T01849,C219,P029,2025-02-23,1
T01849,C219,P030,2025-02-23,1
T01850,C282,P013,2025-09-16,1
T01851,C173,P022,2025-03-22,1
T01852,C308,P015,2025-06-30,1
T01853,C463,P011,2025-10-09,1
T01854,C167,P028,2025-07-10,1
T01855,C212,P025,2025-11-21,1
T01856,C372,P011,2025-11-08,1
T01856,C372,P013,2025-11-08,1
T01857,C193,P025,2025-10-09,1
T01858,C131,P012,2025-08-20,1
T01859,C230,P013,2025-01-01,1
T01860,C372,P002,2025-05-26,1
T01861,C306,P001,2025-09-23,1
T01861,C306,P003,2025-09-23,1
T01862,C004,P010,2025-04-24,1
T01863,C110,P028,2025-06-11,1
T01864,C012,P025,2025-12-20,1
T01865,C471,P018,2025-09-19,1
T01866,C285,P019,2025-10-20,1
T01866,C285,P020,2025-10-20,1
T01867,C236,P012,2025-03-21,1
T01868,C071,P009,2025-07-07,1
T01869,C456,P019,2025-05-08,1
T01869,C456,P021,2025-05-08,1
T01870,C048,P019,2025-07-24,1
T01871,C112,P024,2025-02-09,1
T01872,C371,P011,2025-09-05,1
T01872,C371,P012,2025-09-05,1
T01873,C305,P021,2025-06-03,1
T01874,C020,P024,2025-10-23,1
T01875,C196,P003,2025-01-29,1
T01876,C472,P025,2025-06-21,1
T01876,C472,P027,2025-06-21,1
T01877,C214,P030,2025-03-03,1
T01878,C446,P025,2025-04-27,1
T01879,C435,P020,2025-01-06,1
T01880,C325,P025,2025-11-20,1
T01881,C157,P017,2025-01-22,1
T01882,C164,P018,2025-10-17,1
T01883,C077,P011,2025-09-15,1
T01884,C079,P002,2025-12-11,1
T01885,C375,P013,2025-08-17,1
T01886,C386,P020,2025-10-22,1
T01887,C259,P003,2025-04-24,1
T01888,C222,P010,2025-07-21,1
T01889,C076,P005,2025-06-22,1
T01889,C076,P010,2025-06-22,1
T01890,C382,P002,2025-10-08,1
T01891,C205,P009,2025-02-13,1
T01892,C205,P017,2025-08-11,1
T01893,C397,P023,2025-03-08,1
T01894,C391,P005,2025-09-04,1
T01895,C250,P013,2025-11-30,1
T01896,C293,P007,2025-10-15,1
T01897,C316,P024,2025-09-26,1
T01898,C127,P008,2025-02-06,1
T01899,C137,P025,2025-08-09,1
T01899,C137,P026,2025-08-09,1
T01900,C058,P022,2025-07-31,1
T01901,C179,P007,2025-06-14,1
T01902,C177,P020,2025-12-02,1
T01903,C013,P025,2025-06-06,1
T01903,C013,P027,2025-06-06,1
T01904,C316,P027,2025-08-15,1
T01905,C320,P005,2025-08-14,1
T01905,C320,P007,2025-08-14,1
T01906,C103,P022,2025-07-11,1
T01906,C103,P023,2025-07-11,1
T01907,C058,P024,2025-01-28,1
T01908,C125,P020,2025-03-17,1
T01909,C445,P027,2025-05-28,1
T01910,C008,P011,2025-12-22,1
T01911,C157,P015,2025-08-30,1
T01912,C012,P011,2025-04-18,1
T01913,C109,P007,2025-10-07,1
T01914,C268,P025,2025-05-13,1
T01915,C319,P024,2025-03-14,1
T01916,C356,P023,2025-12-09,1
T01917,C010,P013,2025-10-26,1
T01918,C464,P022,2025-09-27,1
T01918,C464,P023,2025-09-27,1
T01919,C031,P010,2025-04-13,1
T01920,C405,P023,2025-11-13,1
T01921,C139,P002,2025-08-27,1
T01922,C336,P001,2025-02-04,1
T01923,C139,P022,2025-12-04,1
T01924,C056,P001,2025-05-30,1
T01925,C333,P013,2025-04-29,1
T01926,C195,P017,2025-12-30,1
T01927,C051,P029,2025-06-11,1
T01928,C306,P018,2025-02-15,1
T01929,C096,P007,2025-09-14,1
T01930,C495,P015,2025-10-15,1
T01931,C475,P023,2025-01-12,1
T01932,C021,P008,2025-09-29,1
T01933,C157,P011,2025-09-08,1
T01934,C081,P001,2025-06-27,1
T01935,C182,P021,2025-06-04,1
T01936,C121,P017,2025-05-22,1
T01937,C416,P002,2025-11-17,1
T01938,C132,P029,2025-07-18,1
T01939,C418,P001,2025-10-12,1
T01940,C116,P005,2025-06-24,1
T01941,C337,P005,2025-02-14,1
T01942,C267,P022,2025-11-10,1
T01943,C352,P008,2025-08-02,1
T01944,C124,P019,2025-03-20,1
T01945,C160,P030,2025-11-06,1
T01946,C169,P015,2025-10-05,1
T01947,C068,P007,2025-12-01,1
T01948,C071,P019,2025-10-05,1
T01949,C104,P028,2025-03-12,1
T01950,C159,P023,2025-12-28,1
T01951,C461,P017,2025-03-11,1
T01952,C221,P030,2025-03-16,1
T01953,C336,P030,2025-10-17,1
T01954,C470,P006,2025-06-12,1
T01955,C035,P018,2025-09-30,1
T01956,C486,P024,2025-03-02,1
T01957,C095,P011,2025-03-16,1
T01958,C392,P011,2025-07-31,1
T01959,C156,P015,2025-11-23,1
T01960,C478,P024,2025-05-21,1
T01961,C078,P025,2025-04-07,1
T01961,C078,P026,2025-04-07,1
T01962,C014,P025,2025-11-10,1
T01963,C311,P019,2025-11-10,1
T01963,C311,P020,2025-11-10,1
T01964,C119,P022,2025-01-14,1
T01965,C353,P025,2025-09-02,1
T01965,C353,P027,2025-09-02,1
T01966,C365,P021,2025-07-11,1
T01967,C095,P028,2025-07-18,1
T01968,C252,P016,2025-03-12,1
T01968,C252,P017,2025-03-12,1
T01969,C017,P014,2025-01-08,1
T01970,C474,P009,2025-07-31,1
T01971,C114,P024,2025-12-10,1
T01972,C104,P025,2025-04-15,1
T01972,C104,P027,2025-04-15,1
T01973,C444,P020,2025-09-08,1
T01974,C353,P011,2025-08-23,1
T01975,C219,P013,2025-01-22,1
T01976,C312,P024,2025-07-14,1
T01977,C369,P011,2025-07-21,1
T01978,C381,P019,2025-11-01,1
T01979,C329,P029,2025-12-27,1
T01980,C267,P004,2025-08-20,1
T01981,C234,P027,2025-01-22,1
T01982,C450,P008,2025-09-23,1
T01983,C276,P013,2025-01-21,1
T01984,C286,P013,2025-09-22,1
T01985,C392,P021,2025-01-26,1
T01986,C098,P010,2025-08-14,1
T01987,C204,P029,2025-06-05,1
T01988,C147,P015,2025-03-27,1
T01989,C217,P010,2025-11-10,1
T01990,C471,P002,2025-12-20,1
T01991,C265,P029,2025-03-14,1
T01992,C331,P015,2025-02-16,1
T01993,C370,P017,2025-02-27,1
T01994,C093,P025,2025-10-27,1
T01995,C357,P018,2025-03-11,1
T01996,C202,P014,2025-06-15,1
T01997,C231,P001,2025-04-02,1
T01998,C460,P023,2025-04-14,1
T01999,C452,P015,2025-02-16,1
T02000,C129,P011,2025-12-21,1
T02001,C365,P026,2025-03-25,1
T02002,C368,P024,2025-03-05,1
T02003,C047,P004,2025-12-28,1
T02004,C231,P021,2025-07-05,1
T02005,C044,P017,2025-12-29,1
T02006,C197,P024,2025-09-19,1
T02007,C314,P006,2025-07-13,1
T02008,C282,P013,2025-01-23,1
T02009,C394,P006,2025-06-21,1
T02010,C290,P028,2025-12-04,1
T02011,C442,P005,2025-03-25,1
T02012,C092,P025,2025-12-31,1
T02012,C092,P027,2025-12-31,1
T02013,C159,P024,2025-08-17,1
T02014,C148,P021,2025-04-03,1
T02015,C061,P029,2025-03-09,1
T02016,C002,P020,2025-05-10,1
T02017,C007,P015,2025-09-12,1
T02018,C438,P016,2025-10-06,1
T02019,C312,P029,2025-09-10,1
T02019,C312,P030,2025-09-10,1
T02020,C233,P014,2025-08-15,1
T02021,C041,P020,2025-11-04,1
T02022,C004,P008,2025-10-08,1
T02023,C143,P020,2025-11-18,1
T02024,C286,P027,2025-04-17,1
T02025,C026,P006,2025-03-17,1
T02026,C029,P021,2025-06-28,1
T02027,C019,P005,2025-01-17,1
T02028,C430,P020,2025-06-02,1
T02029,C170,P030,2025-02-14,1
T02030,C026,P004,2025-08-02,1
T02031,C092,P006,2025-12-11,1
T02032,C146,P020,2025-12-05,1
T02033,C355,P023,2025-11-01,1
T02034,C294,P026,2025-10-15,1
T02035,C091,P015,2025-10-24,1
T02036,C185,P030,2025-01-19,1
T02037,C048,P025,2025-06-03,1
T02037,C048,P027,2025-06-03,1
T02038,C420,P003,2025-08-07,1
T02039,C432,P018,2025-02-03,1
T02040,C150,P016,2025-03-10,1
T02040,C150,P018,2025-03-10,1
T02041,C169,P017,2025-07-31,1
T02042,C269,P007,2025-12-23,1
T02043,C108,P020,2025-01-30,1
T02044,C056,P019,2025-11-19,1
T02045,C045,P016,2025-12-19,1
T02046,C404,P023,2025-05-28,1
T02047,C219,P020,2025-06-12,1
T02048,C133,P017,2025-10-22,1
T02049,C320,P012,2025-03-08,1
T02050,C315,P019,2025-09-12,1
T02051,C324,P016,2025-09-10,1
T02052,C453,P020,2025-04-30,1
T02053,C363,P010,2025-04-10,1
T02054,C001,P004,2025-01-13,1
T02055,C239,P021,2025-03-02,1
T02056,C378,P028,2025-04-17,1
T02057,C410,P020,2025-08-01,1
T02058,C212,P002,2025-06-20,1
T02059,C180,P018,2025-11-23,1
T02060,C109,P001,2025-11-24,1
T02060,C109,P003,2025-11-24,1
T02061,C131,P026,2025-02-04,1
T02062,C158,P010,2025-09-17,1
T02063,C282,P011,2025-01-04,1
T02063,C282,P014,2025-01-04,1
T02064,C175,P013,2025-10-19,1
T02065,C316,P001,2025-03-31,1
T02065,C316,P003,2025-03-31,1
T02066,C473,P022,2025-09-03,1
T02067,C409,P002,2025-11-27,1
T02068,C070,P016,2025-03-21,1
T02069,C457,P028,2025-10-02,1
T02070,C459,P011,2025-08-25,1
T02071,C212,P030,2025-01-29,1
T02072,C428,P017,2025-06-03,1
T02073,C290,P024,2025-12-14,1
T02074,C162,P018,2025-10-02,1
T02075,C010,P007,2025-10-23,1
T02076,C351,P011,2025-07-01,1
T02076,C351,P013,2025-07-01,1
T02077,C144,P027,2025-01-16,1
T02078,C174,P013,2025-11-17,1
T02079,C274,P027,2025-03-26,1
T02080,C293,P020,2025-07-19,1
T02081,C096,P020,2025-03-01,1
T02082,C443,P026,2025-06-07,1
T02083,C362,P028,2025-06-11,1
T02084,C364,P002,2025-05-20,1
T02085,C212,P003,2025-09-12,1
T02086,C450,P008,2025-07-10,1
T02087,C232,P027,2025-06-04,1
T02088,C111,P017,2025-06-04,1
T02089,C090,P004,2025-07-11,1
T02090,C402,P002,2025-04-14,1
T02091,C468,P003,2025-08-16,1
T02092,C260,P001,2025-09-05,1
T02093,C079,P007,2025-06-24,1
T02094,C473,P016,2025-09-26,1
T02094,C473,P018,2025-09-26,1
T02095,C074,P025,2025-02-20,1
T02096,C481,P017,2025-12-13,1
T02097,C068,P007,2025-01-19,1
T02098,C236,P013,2026-01-01,1
T02099,C443,P017,2025-03-01,1
T02100,C003,P010,2025-01-23,1
T02101,C352,P028,2025-11-01,1
T02102,C447,P003,2025-06-20,1
T02103,C240,P029,2025-01-24,1
T02103,C240,P030,2025-01-24,1
T02104,C012,P019,2025-06-09,1
T02105,C108,P011,2025-04-13,1
T02105,C108,P014,2025-04-13,1
T02106,C273,P011,2025-08-14,1
T02107,C140,P005,2025-03-22,1
T02107,C140,P006,2025-03-22,1
T02108,C491,P020,2025-10-14,1
T02109,C264,P004,2025-04-16,1
T02110,C278,P012,2025-10-09,1
T02111,C164,P009,2025-03-14,1
T02112,C483,P023,2025-05-26,1
T02113,C294,P008,2025-03-29,1
